I,D
1415984750129410049	
1358089426866495488	
69563519	
25335533	
1376294159531700225	
1126230527663538184	
933378085101084672	
32151455	
1406264077970706433	
1415871513123856384	
1359921715376136196	
1334865663270203392	
1348864921602293760	
1308554761038434305	
166189997	
1413197021297713163	
788207969263497216	
1415666964744265731	
1313904247184916481	
1305976197923381250	
457697673	
1407790122612015104	
1312488220043743238	
1411662126939320320	
1066147407837188096	
821554412	
1326393407506440197	
757272784292700160	
810531166356930560	
262480776	
1486585099	
26526021	
432953208	
1409034472339685383	
862617275500769280	
2610413857	
1063259396149600257	
1155578692493619206	
1379537737867403264	
1278327377030873093	
1603059661	
1193648146175471617	
1361488158488100864	
726345513587630080	
1149022166639403008	
200601622	
1338497862817210370	
1391573523915812867	
1331836025736409088	
798216850895175680	
1411743656537645062	
1713387528	
337333999	
14619538	
1412780141093306372	
1145361065309552641	
1408530020054843398	
1324035041945653248	
794805595	
1165114827758428160	
1232607008018309120	
1012061903416451072	
197110676	
1018376124332535810	
16866978	
289895129	
1246999362472984583	
298621951	
4835687536	
171515161	
471109315	
56351686	
39247639	
336389282	
704389982614642688	
1354879134405513217	
1019979000641449984	
1072787509	
33920833	
377261681	
468767191	
1240590317230923777	
1166959813416431616	
2482421444	
325004483	
1300784174706679809	
890172294	
1193347081005649920	
951992313777045504	
1414036410466770948	
1462335283	
355465588	
118544890	
244364043	
1269640852361613313	
957478196	
1307029096149520386	
1141097683	
2351795348	
1348877076607229952	
1333039828980670468	
211245974	
1412763618337300488	
1411714064787685388	
593664215	
832538874186448897	
1472507744	
102623081	
19764648	
1366277338883883009	
3827833228	
799065436310618112	
1415502245697921024	
1248063262253617153	
1268935860134703104	
46570932	
960908057512423425	
1248242163743223813	
93556634	
406610115	
2668018711	
3185500478	
1243311879675674626	
389462810	
1347941594587156481	
2339260008	
1261436845017239552	
879016370016579584	
1351635580698853378	
1407350683649576983	
231169999	
207861568	
3051002915	
2207883678	
1407295968110862336	
938932970869714944	
1865093952	
96795915	
102275856	
1302341454677893120	
1337603282122858496	
1256018616706883585	
1300867941588709378	
1300601199549280257	
1320532835707412480	
1297864894352629760	
163236507	
1267205556365918209	
1369799935261032453	
418351277	
1172712976186429440	
1409227588090933252	
297058449	
1276379048	
2715875098	
939707792037957632	
3139314216	
1415410212601749504	
732181236	
1408250940340281346	
1405364021226790917	
1358125629233856513	
1036734338560229377	
1415136349145812994	
3116455198	
1884845532	
1375260083416784897	
1371568518081220610	
514704294	
1167392762	
61360683	
810621013666988032	
361345360	
1297334278645325825	
1340003288675016710	
958587802081464320	
119157392	
21982378	
1246649874638090241	
1410641068996149252	
845811216677261312	
20552116	
1224522094861520897	
192103095	
1037049083507171335	
14935138	
1250475689318514689	
1360598281651380230	
1544143262	
1408033629578665991	
844212366	
146129141	
1281520126710480899	
1413275845460992001	
1367591130284572674	
1412141540697247744	
27303075	
1080549930568159232	
22875788	
1397432330147438593	
1374706687827972099	
29506193	
465746645	
890345867374460928	
913223275764994048	
830288511370604544	
773400001863118848	
619209145	
1363058024508776448	
1284999302071422976	
421616276	
995193054	
3654540553	
1413479532594618369	
1407081641986699264	
355646935	
756512946	
19220632	
1339738957030965248	
25912598	
398616995	
1326205394826498050	
1414869928751116294	
2792223986	
726376964911587328	
1408839841211633665	
26885644	
313979157	
1408087012670857292	
1393452703	
804660616132788224	
1053607752	
1159616560304152576	
1281949339942825986	
1143005811293270018	
1221480696759250944	
2939032228	
1139947959125250051	
1955304260	
61592878	
3292901241	
2351067565	
1415354207897636869	
14784831	
25760544	
1395025071320805380	
93731151	
3729932838	
1412835666283663363	
712626599330496513	
28532468	
949282300373676032	
1245791840248516608	
360887097	
517775567	
538248212	
66861825	
1136002291423621120	
999297178035261441	
2770572388	
4885618996	
9005432	
22125962	
333807259	
1414675449339392004	
784895200774598657	
4548532643	
1395187671702679552	
1337063733319913474	
1411407212287827974	
1114128276	
4862026473	
1414645900199088134	
1405950533047832583	
1062601433042714629	
809540660923695109	
2712585709	
786244780070170624	
1312888051572629506	
375757965	
1128985882889994240	
1324538797967683585	
829772602642153474	
1310666673175887874	
1379157656359817217	
166525360	
1104823645187256320	
70425414	
1068591028578471943	
1320024509534044162	
985065955	
16445043	
1404666958017146884	
165579002	
766294146378240001	
1414310216267599886	
1379038191542538241	
1415200844824252424	
496184910	
1399985085890404352	
1415163970600771586	
1246255608745115650	
413380822	
391791577	
919698647591342081	
1234878756868837377	
1182358477819170816	
1346940733643771906	
1415104418551304193	
61226587	
1354811704870244355	
911234173	
1266777920212623360	
39968008	
914787920283873281	
1362587419422384129	
1381964481408942080	
1344361586421600262	
1414673963788251145	
1295933612123070465	
3373755844	
1376250345479925764	
829495627826491393	
1412172795551834113	
1414983714912747520	
1380798683936067586	
739538305	
1084249521872429056	
1266544831838466048	
29032190	
51801349	
1022476273669615616	
1401920881253834757	
1414889357845180425	
132775037	
2874974626	
15472302	
334095331	
3038399462	
1414773343560032258	
1414723722213220356	
1053068645054595073	
1213615025140588544	
481310725	
923756467643174912	
1414634730352480259	
27901887	
1404146506249220098	
1428802434	
232118811	
246341718	
1279629293509844992	
1030840522494099456	
1413233641908363266	
188441469	
951617893975896064	
1346717186530926592	
1286816075729055744	
1128102046245191680	
1279374121579798529	
4896273755	
1414615963140558856	
93901666	
1414241303567732736	
1412550873927110656	
1405904160273412098	
14122037	
729297006422859776	
1109879395	
1390107346827874308	
4412143822	
477543707	
413640916	
754875131990728704	
613511051	
269754888	
1021628524522745857	
1277458852397617152	
928313981051158528	
1598563878	
1351332949296345090	
1411785685585907715	
1370507272657399808	
1414350635869351939	
19324109	
861229163729965056	
1355681048	
747845866745102336	
1414291215558877198	
1409473895325917185	
1342086582845771776	
702689299314012160	
1281278713938788352	
1281323088504913920	
33711889	
905947053188100097	
1286690942423113728	
827661903019307009	
1394905836560977921	
1413969249362661377	
1413754301579681795	
900801075174944768	
1413444501918519296	
1408881541606948865	
1099465530136760324	
939035031564992512	
844306698399551489	
1380584377281875971	
809332206820794368	
7130012	
842413259189710848	
1155107362501472256	
1413893526052610050	
1269647773307199488	
1180302456	
805659611692933120	
3367977941	
1412432578611646466	
1368422318574350337	
1358916362580729856	
1333516703175729155	
1680465068	
632482588	
712665895160700928	
87181880	
1404167678068154370	
1158674073381167104	
1413328632513286145	
1353014199878901761	
24843551	
1413727470251954176	
1413737177767456770	
729501876803149824	
216249460	
1333067434631327748	
1406243270519361538	
1413657173188612096	
1413189912933842950	
1302247608656814082	
1069305908948291585	
43495693	
1413580764478849034	
860993528582635520	
80737035	
189786559	
1358134965129539585	
1404784748082388994	
1248236051321303040	
1394714704799420418	
938414571735285761	
19162807	
1209694189	
1003107648827510785	
1392778997088595969	
1365064388034650112	
69682678	
1202958528891277313	
380520988	
1403236106317959174	
1410562124187799552	
1401720443581591558	
1318774791206260736	
1318025813577650177	
1398764129171783681	
58970051	
1403806127364755469	
52771624	
261212664	
1397554894136086529	
1161660783161331712	
23118100	
39891753	
1187269092878815233	
1397996804185198596	
2864434565	
1266408155174535174	
22427805	
377502631	
1362111738523627521	
1289490870346162176	
1322243843534680066	
1131771512988418049	
2942912483	
2658517876	
19030439	
1411400296065032192	
1381487224756310016	
29066728	
3350339109	
558248601	
1209315078874583040	
2237614598	
24295476	
329134407	
1331434802638098432	
1409087991470080001	
816617653	
103367033	
783529363845312513	
1287513692767236099	
1412960177616265221	
855898635761995776	
33918036	
1941916718	
1175624031258775552	
3356671439	
3366950649	
245104957	
14661032	
449519727	
843177952170991620	
1102625626253656064	
18832478	
1395808994812387328	
332349787	
1403951917680807936	
1412800721066639363	
1254843196879888395	
708007332891009025	
1097526783199461377	
1298908998054236162	
1407509530297081859	
1053852244628701184	
961677806169030656	
808033860	
1246786054239248385	
125519793	
494314698	
1400164963432419331	
1411761312539975681	
1412428884650299392	
1294915699505336320	
2382449565	
1365922672442368004	
1408185570787008520	
1294701603862142976	
94151725	
1394629405708804097	
1409370147345907714	
1322186448544686081	
2809343164	
1225325141342609409	
1412572851807293441	
1127788834790363136	
1412551972855508993	
1412464590265462785	
344327447	
1402799700923891712	
996157289026473985	
2334922390	
246442220	
1406700683089399812	
1276748331079909381	
1109946624	
1273759669563998209	
1345804341479927810	
1251069664240627717	
565248871	
2344733609	
1338586929563115521	
2785296240	
18562003	
756083734462562305	
1238859847812218880	
1412437749869785088	
21167686	
1412446898334601219	
785291557477974016	
1402556281143980032	
1360921290274725895	
1340113025311883264	
1360314470816432133	
71087601	
1410645751743516682	
1408410745000263685	
1403120907372011520	
1409563242515648519	
1412260427581607940	
1249839633875247104	
230057110	
1412229940234366979	
1184714471622791170	
239703713	
1285783992822890499	
1346362604864868352	
835636117	
16790517	
1364226619435479046	
1124075054462119938	
1094625133942226945	
1412092743208288266	
1490775552	
821839421645275136	
1157950227040653312	
1389609134895640578	
1226914661829771266	
904792641954488321	
2891344779	
33662191	
1397218332051394571	
1378022641	
155159589	
1265789195185881088	
1391718305459802118	
1263247985636372480	
67791050	
1411888579425488904	
902689690704367616	
3692678596	
1402086272928190465	
946550684400353280	
1373337064884875267	
1411756331028070404	
253341321	
1002931754	
890463533078630401	
892166966911225857	
1337537209541349383	
3895527268	
1856440466	
1112211059430117377	
1398734637061443584	
1233957967554371585	
1409331943875956736	
1099695244893917186	
