,ID,dems,reps,
1508,"2227462382	",8,0,8
1510,"859466674407432194	",8,0,8
1512,"27567191	",8,0,8
1513,"1525738189	",8,0,8
1521,"366280473	",8,0,8
1526,"824781238716289026	",8,0,8
1527,"330553026	",8,0,8
1530,"882821566412804096	",8,0,8
1534,"912760052	",8,0,8
1537,"300597061	",8,0,8
1539,"901268039018086401	",8,0,8
1540,"861290347007066112	",8,0,8
1544,"37131103	",8,0,8
1547,"904971474	",8,0,8
1549,"55650480	",8,0,8
1551,"872702205941383169	",8,0,8
1557,"42351212	",8,0,8
1560,"876558081026600963	",8,0,8
1561,"16302731	",8,0,8
1564,"3401329126	",8,0,8
1565,"1499766840	",8,0,8
1567,"49243001	",8,0,8
1572,"277721269	",8,0,8
1573,"21258970	",8,0,8
1576,"22205226	",8,0,8
1578,"17243703	",8,0,8
1579,"783441969276039168	",8,0,8
1580,"824972976584003584	",8,0,8
1581,"34294566	",8,0,8
1582,"117533779	",8,0,8
1584,"3351839753	",8,0,8
1586,"942605209	",8,0,8
1588,"16405069	",8,0,8
1593,"84824482	",8,0,8
1596,"443343143	",8,0,8
1597,"889162087401914369	",8,0,8
1599,"3060209151	",8,0,8
1603,"1666044660	",8,0,8
1604,"462276895	",8,0,8
1607,"123227057	",8,0,8
1608,"146160591	",8,0,8
1616,"14185448	",8,0,8
1617,"32231878	",8,0,8
1618,"884235638215716864	",8,0,8
1622,"876945607650418688	",8,0,8
1624,"231156352	",8,0,8
1626,"880615084724060160	",8,0,8
1627,"1055706595	",8,0,8
1636,"22076980	",8,0,8
1639,"879488944001343488	",8,0,8
1640,"344247978	",8,0,8
1642,"879048454009487361	",8,0,8
1643,"2750105810	",8,0,8
1644,"2174773279	",8,0,8
1646,"525731460	",8,0,8
1649,"327629269	",8,0,8
1651,"796919320832053248	",8,0,8
1656,"46799398	",8,0,8
1661,"18216939	",8,0,8
1662,"92757890	",8,0,8
1663,"708087966	",8,0,8
1665,"3252273118	",8,0,8
1666,"62272582	",8,0,8
1667,"24162364	",8,0,8
1669,"27569272	",8,0,8
1670,"2608743390	",8,0,8
1672,"16622227	",8,0,8
1673,"168919083	",8,0,8
1674,"1855861513	",8,0,8
1675,"99162774	",8,0,8
1676,"167550475	",8,0,8
1677,"858354574893219840	",8,0,8
1678,"788125256619663360	",8,0,8
1679,"229518601	",8,0,8
1680,"3218947775	",8,0,8
1683,"471688044	",8,0,8
1684,"2703556564	",8,0,8
1686,"780577023706091520	",8,0,8
1689,"719176481897730048	",8,0,8
1691,"245163462	",8,0,8
1692,"941619613	",8,0,8
1693,"817923486165372930	",8,0,8
1694,"4286702359	",8,0,8
1696,"40687982	",8,0,8
1698,"301619127	",8,0,8
1699,"17340026	",8,0,8
1700,"35463382	",8,0,8
1703,"105817776	",8,0,8
1706,"50158414	",8,0,8
1707,"903902544	",8,0,8
1709,"306422045	",8,0,8
1710,"590903329	",8,0,8
1713,"190897476	",8,0,8
1720,"433158220	",8,0,8
1722,"322921197	",8,0,8
1723,"865226519412563970	",8,0,8
1724,"867134900700184576	",8,0,8
1725,"706441436	",8,0,8
1728,"842450609055784961	",8,0,8
1729,"1450189518	",8,0,8
1731,"30250871	",8,0,8
1737,"22092017	",8,0,8
1738,"3085005586	",8,0,8
1740,"18849062	",8,0,8
1744,"210078061	",8,0,8
1746,"15276401	",8,0,8
1757,"17783085	",8,0,8
1760,"3984872717	",8,0,8
1765,"768233740942258176	",8,0,8
1769,"853745135053455360	",8,0,8
1776,"3240966374	",8,0,8
1778,"847684585697681409	",8,0,8
1779,"853060499163959296	",8,0,8
1780,"729875743988187136	",8,0,8
1781,"121336026	",8,0,8
1785,"381743591	",8,0,8
1786,"1516953673	",8,0,8
1788,"3176357272	",8,0,8
1789,"760690321474850816	",8,0,8
1794,"23104128	",8,0,8
1796,"25941400	",8,0,8
1797,"902448516	",8,0,8
1798,"4758714008	",8,0,8
1799,"267616818	",8,0,8
1803,"395697608	",8,0,8
1805,"46219137	",8,0,8
1807,"80891158	",8,0,8
1808,"790404698993860608	",8,0,8
1809,"224444559	",8,0,8
1810,"180209492	",8,0,8
1813,"93312156	",8,0,8
1815,"346782751	",8,0,8
1819,"840652540031168512	",8,0,8
1820,"3808079775	",8,0,8
1823,"3070240721	",8,0,8
1826,"66653984	",8,0,8
1827,"51330975	",8,0,8
1828,"3127075077	",8,0,8
1829,"340616322	",8,0,8
1834,"28354946	",8,0,8
1835,"822647136097566720	",8,0,8
1836,"2200221	",8,0,8
1841,"863108401	",8,0,8
1844,"216140677	",8,0,8
1847,"2318516194	",8,0,8
1848,"360894777	",8,0,8
1851,"2349128196	",8,0,8
1852,"3222286221	",8,0,8
1854,"15963558	",8,0,8
1855,"701785700908269568	",8,0,8
1858,"14111373	",8,0,8
1865,"208692908	",8,0,8
1866,"3741450375	",8,0,8
1872,"306571127	",8,0,8
1875,"828723463359651841	",8,0,8
1878,"1120959068	",8,0,8
1879,"766492869490278400	",8,0,8
1880,"58759418	",8,0,8
1881,"524515818	",8,0,8
1882,"798331007988482049	",8,0,8
1884,"94036554	",8,0,8
1885,"2566022240	",8,0,8
1886,"472637149	",8,0,8
1887,"16872944	",8,0,8
1888,"404419517	",8,0,8
1890,"4013224959	",8,0,8
1891,"538467434	",8,0,8
1892,"4852699245	",8,0,8
1893,"717836709271052289	",8,0,8
1894,"7027112	",8,0,8
1895,"69411258	",8,0,8
1897,"45864195	",8,0,8
1898,"53459218	",8,0,8
1899,"61557941	",8,0,8
1900,"133570135	",8,0,8
1901,"44959505	",8,0,8
1902,"3280183022	",8,0,8
1903,"816831684939235328	",8,0,8
1906,"24845003	",8,0,8
1908,"17259137	",8,0,8
1910,"45386712	",8,0,8
1914,"1252577276	",8,0,8
1917,"346860012	",8,0,8
1918,"1491795722	",8,0,8
1919,"822585233249882112	",8,0,8
1920,"16588791	",8,0,8
1921,"824734986418974725	",8,0,8
1922,"753467727818346496	",8,0,8
1923,"700460959039627266	",8,0,8
1927,"3289428751	",8,0,8
1929,"492553483	",8,0,8
1930,"746787204651950080	",8,0,8
1936,"2546406866	",8,0,8
1940,"1130644273	",8,0,8
1942,"554674982	",8,0,8
1943,"16260670	",8,0,8
1944,"20649389	",8,0,8
1947,"55388467	",8,0,8
1950,"15842543	",8,0,8
1951,"2616124279	",8,0,8
1954,"58863403	",8,0,8
1955,"2176070132	",8,0,8
1956,"1885398890	",8,0,8
1957,"580087447	",8,0,8
1962,"24090716	",8,0,8
1964,"1237638588	",8,0,8
1967,"2508330596	",8,0,8
1969,"1741917764	",8,0,8
1970,"16372633	",8,0,8
1976,"757104237931364352	",8,0,8
1980,"112857411	",8,0,8
1995,"2328900007	",8,0,8
1997,"932889090	",8,0,8
1998,"4813986674	",8,0,8
1999,"262056324	",8,0,8
2001,"790737018	",8,0,8
2004,"819442707500150784	",8,0,8
2005,"818841776375087104	",8,0,8
2012,"1881390302	",8,0,8
2014,"798300135277154304	",8,0,8
2015,"24880446	",8,0,8
2017,"25072892	",8,0,8
2021,"225117039	",8,0,8
2024,"2413913117	",8,0,8
2025,"3537503898	",8,0,8
2027,"824419722	",8,0,8
2028,"17798658	",8,0,8
2034,"49462929	",8,0,8
2038,"193947903	",8,0,8
2042,"47096359	",8,0,8
2045,"7273602	",8,0,8
2047,"531262135	",8,0,8
2051,"33980127	",8,0,8
2052,"740020822585249792	",8,0,8
2053,"578051713	",8,0,8
2055,"4693310882	",8,0,8
2057,"51681238	",8,0,8
2060,"710183821120020481	",8,0,8
2061,"2521815104	",8,0,8
2063,"423055537	",8,0,8
2064,"483582443	",8,0,8
2066,"801825680266760192	",8,0,8
2068,"3106508989	",8,0,8
2071,"154253371	",8,0,8
2074,"18175077	",8,0,8
2075,"15115280	",8,0,8
2076,"16790377	",8,0,8
2077,"321722673	",8,0,8
2083,"528462234	",8,0,8
2084,"788920599208923138	",8,0,8
2086,"45674330	",8,0,8
2087,"41669035	",8,0,8
2091,"153486399	",8,0,8
2101,"712279162871013380	",8,0,8
2104,"803509376	",8,0,8
2110,"420604589	",8,0,8
2111,"248735463	",8,0,8
2112,"2962868158	",8,0,8
2114,"179703126	",8,0,8
2117,"742731683573555201	",8,0,8
2121,"2591675300	",8,0,8
2124,"741976783952695297	",8,0,8
2126,"150449842	",8,0,8
2133,"718375439367028737	",8,0,8
2138,"2816780812	",8,0,8
2143,"423753233	",8,0,8
2150,"4693654836	",8,0,8
2153,"576529977	",8,0,8
2157,"3683113160	",8,0,8
2161,"40302336	",8,0,8
2164,"3144901238	",8,0,8
2165,"3302142042	",8,0,8
2171,"193850359	",8,0,8
2184,"2612739661	",8,0,8
2187,"565119261	",8,0,8
2191,"408162270	",8,0,8
2199,"182794170	",8,0,8
2204,"631876809	",8,0,8
2222,"20517132	",8,0,8
2228,"78569026	",8,0,8
2238,"1222257180	",8,0,8
2253,"140519774	",8,0,8
2256,"14597351	",8,0,8
2269,"1406073309372944385	",7,0,7
2271,"4229639412	",7,0,7
2276,"1413727470251954176	",7,0,7
2278,"784577642255228928	",7,0,7
2281,"1371498786959159296	",7,0,7
2282,"24044676	",7,0,7
2283,"1298908998054236162	",7,0,7
2284,"1355206938167029765	",7,0,7
2286,"1366595670606553093	",7,0,7
2287,"1407786693869113352	",7,0,7
2289,"1233957967554371585	",7,0,7
2292,"3787510822	",7,0,7
2295,"1031192405045923844	",7,0,7
2303,"4590775588	",7,0,7
2308,"1332463628763729921	",7,0,7
2309,"1307157126775701505	",7,0,7
2312,"1396947692660527105	",7,0,7
2313,"3352547174	",7,0,7
2316,"815021659723689984	",7,0,7
2318,"1376585652775612426	",7,0,7
2321,"1053535386	",7,0,7
2322,"895894801	",7,0,7
2324,"1112414405638213632	",7,0,7
2327,"1358209820130762752	",7,0,7
2328,"181689613	",7,0,7
2329,"1357066144696291329	",7,0,7
2331,"1388868777610289152	",7,0,7
2332,"1387505548774440964	",7,0,7
2338,"1104275965306236928	",7,0,7
2339,"366361263	",7,0,7
2340,"1349821459682652160	",7,0,7
2342,"24061160	",7,0,7
2343,"1382457257837875205	",7,0,7
2346,"1670628024	",7,0,7
2355,"1375657247397699589	",7,0,7
2356,"973716667049144322	",7,0,7
2357,"1381789878489378822	",7,0,7
2358,"1380167680091652102	",7,0,7
