,ID,dems,reps,
149574,"1219427282974015488	",0,8,-8
149575,"15040988	",0,8,-8
149576,"1392620799119527937	",0,8,-8
149577,"756285384	",0,8,-8
149578,"986121653284474882	",0,8,-8
149579,"1198253578474999810	",0,8,-8
149580,"1338166960186675200	",0,8,-8
149581,"1156710858992562176	",0,8,-8
149582,"1729192387	",0,8,-8
149583,"1231243985726951426	",0,8,-8
149584,"1348294361696636931	",0,8,-8
149585,"1328872874325778433	",0,8,-8
149586,"918360433521602562	",0,8,-8
149587,"1174806500084256769	",0,8,-8
149588,"1297211177630601217	",0,8,-8
149589,"2285651706	",0,8,-8
149590,"1284472656281165826	",0,8,-8
149591,"1244275167964135424	",0,8,-8
149592,"2736202504	",0,8,-8
149593,"38124578	",0,8,-8
149594,"19713940	",0,8,-8
149595,"1089309270359900161	",0,8,-8
149596,"1196541728838291457	",0,8,-8
149597,"898847712	",0,8,-8
149598,"1483811984	",0,8,-8
149599,"377717479	",0,8,-8
149600,"156389246	",0,8,-8
149601,"1080314072329940993	",0,8,-8
149602,"1190190027122364416	",0,8,-8
149603,"1189335251841093633	",0,8,-8
149604,"2975091705	",0,8,-8
149605,"1226165386686517248	",0,8,-8
149606,"1224956008964984832	",0,8,-8
149607,"1223677345627852800	",0,8,-8
149608,"1135136312455880704	",0,8,-8
149609,"1196906912257757184	",0,8,-8
149610,"883797103905996802	",0,8,-8
149611,"1213615426011164673	",0,8,-8
149612,"3257082997	",0,8,-8
149613,"1183358921806897153	",0,8,-8
149614,"163581488	",0,8,-8
149615,"758426749084504068	",0,8,-8
149616,"823555937298477056	",0,8,-8
149617,"16469463	",0,8,-8
149618,"4025607492	",0,8,-8
149619,"106303701	",0,8,-8
149620,"1183716134429827074	",0,8,-8
149621,"415187596	",0,8,-8
149622,"1060077464473518080	",0,8,-8
149623,"15508377	",0,8,-8
149624,"1163273634804305921	",0,8,-8
149625,"946285537203183616	",0,8,-8
149626,"1159550516407484417	",0,8,-8
149627,"1155515355403603970	",0,8,-8
149628,"874696817270718468	",0,8,-8
149629,"1149776665586884608	",0,8,-8
149630,"1071910276663050240	",0,8,-8
149631,"4366766902	",0,8,-8
149632,"2901798442	",0,8,-8
149633,"719666363426582528	",0,8,-8
149634,"2975390160	",0,8,-8
149635,"65679618	",0,8,-8
149636,"3577028055	",0,8,-8
149637,"1052417025434370048	",0,8,-8
149638,"978467304030732288	",0,8,-8
149639,"1104447042993164290	",0,8,-8
149640,"954356569403256833	",0,8,-8
149641,"258000666	",0,8,-8
149642,"797930517958164480	",0,8,-8
149643,"991794742529839104	",0,8,-8
149644,"3308004440	",0,8,-8
149645,"844668086	",0,8,-8
149646,"1662929678	",0,8,-8
149647,"723865759567495168	",0,8,-8
149648,"370726775	",0,8,-8
149649,"1070219936042233856	",0,8,-8
149650,"1071127471322480640	",0,8,-8
149651,"1067109766806294528	",0,8,-8
149652,"835649660274556928	",0,8,-8
149653,"2905105260	",0,8,-8
149654,"598839302	",0,8,-8
149655,"24030132	",0,8,-8
149656,"1002392957306236928	",0,8,-8
149657,"498504028	",0,8,-8
149658,"952747179319242752	",0,8,-8
149659,"1016152497596108800	",0,8,-8
149660,"160558869	",0,8,-8
149661,"990218923084795905	",0,8,-8
149662,"405980120	",0,8,-8
149663,"887630004	",0,8,-8
149664,"928957990949888000	",0,8,-8
149665,"1167211454	",0,8,-8
149666,"741356411452596224	",0,8,-8
149667,"1022686862	",0,8,-8
149668,"2204153940	",0,8,-8
149669,"804744903335038976	",0,8,-8
149670,"3297010667	",0,8,-8
149671,"1135450664	",0,7,-7
149672,"1162746074865557504	",0,7,-7
149673,"1063120931403513857	",0,7,-7
149674,"796055955809116160	",0,7,-7
149675,"1186324973335601154	",0,7,-7
149676,"1373460945268277251	",0,7,-7
149677,"308743967	",0,7,-7
149678,"1362362709027786754	",0,7,-7
149679,"1244963212434518016	",0,7,-7
149680,"1334987421906251776	",0,7,-7
149681,"115187733	",0,7,-7
149682,"2412912314	",0,7,-7
149683,"1331234017539141637	",0,7,-7
149684,"1333802360158601218	",0,7,-7
149685,"1469753282	",0,7,-7
149686,"1350255469923762176	",0,7,-7
149687,"732419224786739200	",0,7,-7
149688,"1326067240609873922	",0,7,-7
149689,"1144312028082913280	",0,7,-7
149690,"1325184962979565570	",0,7,-7
149691,"1336900691319635973	",0,7,-7
149692,"3257365488	",0,7,-7
149693,"1350111902194610177	",0,7,-7
149694,"1173009307190931456	",0,7,-7
149695,"1349397076552118275	",0,7,-7
149696,"39153406	",0,7,-7
149697,"1310610563454521345	",0,7,-7
149698,"1149132392961122304	",0,7,-7
149699,"1336313236422062081	",0,7,-7
149700,"1248670460121886721	",0,7,-7
149701,"772775899519254528	",0,7,-7
149702,"898467670802092032	",0,7,-7
149703,"49187334	",0,7,-7
149704,"799986677263368192	",0,7,-7
149705,"1249088890083868672	",0,7,-7
149706,"1129209202872922114	",0,7,-7
149707,"1197184219774148609	",0,7,-7
149708,"1209141319605600256	",0,7,-7
149709,"1163850961	",0,7,-7
149710,"928457886732341249	",0,7,-7
149711,"811210330407923712	",0,7,-7
149712,"1324898221324341248	",0,7,-7
149713,"1324652397281628160	",0,7,-7
149714,"1206738865656082432	",0,7,-7
149715,"1242556524544823299	",0,7,-7
149716,"1320566922531033090	",0,7,-7
149717,"1320345777110192128	",0,7,-7
149718,"141995357	",0,7,-7
149719,"1319294294155350018	",0,7,-7
149720,"1213258709045919744	",0,7,-7
149721,"22156887	",0,7,-7
149722,"863413151445901312	",0,7,-7
149723,"2748259446	",0,7,-7
149724,"54114276	",0,7,-7
149725,"1147072013258952704	",0,7,-7
149726,"808050488	",0,7,-7
149727,"1274560285769191425	",0,7,-7
149728,"705537191460675584	",0,7,-7
149729,"2581469272	",0,7,-7
149730,"1265783984669294592	",0,7,-7
149731,"34270740	",0,7,-7
149732,"1242192692970315776	",0,7,-7
149733,"2883535130	",0,7,-7
149734,"1266764013414776832	",0,7,-7
149735,"1201017524348952576	",0,7,-7
